ID,Tipo,SKU,Nombre,Publicado(0/1),¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Estado del impuesto,Clase de impuesto,¿En inventario? (0/1),Inventario ,Peso (kg),Longitud (cm),Anchura (cm),Altura (cm),Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Swatches Attributes,Nombre del atributo 1,Valor(es) del atributo talla,Atributo visible talla,Atributo global talla,Atributo por defecto talla,Nombre del atributo 2,Valor(es) del atributo talla,Atributo visible talla,Atributo global talla,Atributo por defecto talla
11023MNJ,variation,,CROP BÁSICO POLEMIK NARANJA - M,1,,visible,,,taxable,parent,1,3,,,,,,50000,TOPS Y CAMISETAS,,,,,Talla,M,,,,color,NARANJA,,,
11023LNJ,variation,,CROP BÁSICO POLEMIK NARANJA - L,1,,visible,,,taxable,parent,1,3,,,,,,50000,TOPS Y CAMISETAS,,,,,Talla,L,,,,color,NARANJA,,,
19003,variable,,CHALECO DEGRADÉ ,1,,visible,,"Chaleco en perchado con efecto degradé en tintoreria, cordón en chompa con puntera neolítica.",taxable,parent,1,,,,,,,,TOPS Y CAMISETAS,,,,,Talla,"S,M,L",1,,M,color,"LILA, NARANJA",1,1,
19003SL,variation,,CHALECO DEGRADÉ LILA - S,1,,visible,,,taxable,parent,1,4,,,,,,68000,TOPS Y CAMISETAS,,,,,Talla,S,,,,color,LILA,,,
19003ML,variation,,CHALECO DEGRADÉ LILA - M,1,,visible,,,taxable,parent,1,4,,,,,,68000,TOPS Y CAMISETAS,,,,,Talla,M,,,,color,LILA,,,
19003LL,variation,,CHALECO DEGRADÉ LILA - L,1,,visible,,,taxable,parent,1,4,,,,,,68000,TOPS Y CAMISETAS,,,,,Talla,L,,,,color,LILA,,,
19003SNJ,variation,,CHALECO DEGRADÉ NARANJA - S,1,,visible,,,taxable,parent,1,4,,,,,,68000,TOPS Y CAMISETAS,,,,,Talla,S,,,,,,,,
19003MNJ,variation,,CHALECO DEGRADÉ NARANJA - M,1,,visible,,,taxable,parent,1,4,,,,,,68000,TOPS Y CAMISETAS,,,,,Talla,M,,,,color,NARANJA,,,
19003LNJ,variation,,CHALECO DEGRADÉ NARANJA - L,1,,visible,,,taxable,parent,1,4,,,,,,68000,TOPS Y CAMISETAS,,,,,Talla,L,,,,color,NARANJA,,,
20002,variable,,FALDA DEGRADÉ,1,,visible,,"Falda en perchado con efecto degradé en tintoreria, cordón en chompa con puntera neolítica, bolsillos en costados y elástico en cintura.",taxable,parent,1,,,,,,,,SHORT Y PANTALON,,,,,Talla,"S,M,L",1,,M,color,"LILA, NARANJA",1,1,
20002SL,variation,,FALDA DEGRADÉ LILA - S,1,,visible,,,taxable,parent,1,4,,,,,,62000,SHORT Y PANTALON,,,,,Talla,S,,,,color,LILA,,,
20002ML,variation,,FALDA DEGRADÉ LILA - M,1,,visible,,,taxable,parent,1,4,,,,,,62000,SHORT Y PANTALON,,,,,Talla,,,,,color,,,,
20002LL,variation,,FALDA DEGRADÉ LILA - L,1,,visible,,,taxable,parent,1,4,,,,,,62000,SHORT Y PANTALON,,,,,Talla,L,,,,color,LILA,,,
20002SNJ,variation,,FALDA DEGRADÉ NARANJA - S,1,,visible,,,taxable,parent,1,4,,,,,,62000,SHORT Y PANTALON,,,,,Talla,S,,,,color,,,,
20002MNJ,variation,,FALDA DEGRADÉ NARANJA - M,1,,visible,,,taxable,parent,1,4,,,,,,62000,SHORT Y PANTALON,,,,,Talla,M,,,,color,NARANJA,,,
20002LNJ,variation,,FALDA DEGRADÉ NARANJA - L,1,,visible,,,taxable,parent,1,4,,,,,,62000,SHORT Y PANTALON,,,,,Talla,L,,,,color,NARANJA,,,
12009,variable,,CROP CUELLO ALTO BURDA,1,,visible,,,taxable,parent,1,,,,,,,,TOPS Y CAMISETAS,,,,,Talla,"S,M,L",1,,M,color,"VERDE, ROSA, NEGRO, GRIS",1,1,
12009SV,variation,,CROP CUELLO ALTO BURDA VERDE - S,1,,visible,,,taxable,parent,1,3,,,,,,48000,TOPS Y CAMISETAS,,,,,Talla,S,,,,color,VERDE,,,
12009MV,variation,,CROP CUELLO ALTO BURDA VERDE - M,1,,visible,,,taxable,parent,1,3,,,,,,48000,TOPS Y CAMISETAS,,,,,Talla,M,,,,color,VERDE,,,
12009LV,variation,,CROP CUELLO ALTO BURDA VERDE - L,1,,visible,,,taxable,parent,1,3,,,,,,48000,TOPS Y CAMISETAS,,,,,Talla,L,,,,color,VERDE,,,
12009SR,variation,,CROP CUELLO ALTO BURDA ROSA - S,1,,visible,,,taxable,parent,1,3,,,,,,48000,TOPS Y CAMISETAS,,,,,Talla,S,,,,color,ROSA,,,
12009MR,variation,,CROP CUELLO ALTO BURDA ROSA - M,1,,visible,,,taxable,parent,1,3,,,,,,48000,TOPS Y CAMISETAS,,,,,Talla,M,,,,color,ROSA,,,
12009LR,variation,,CROP CUELLO ALTO BURDA ROSA - L,1,,visible,,,taxable,parent,1,3,,,,,,48000,TOPS Y CAMISETAS,,,,,Talla,L,,,,color,ROSA,,,
12009SN,variation,,CROP CUELLO ALTO BURDA NEGRO - S,1,,visible,,,taxable,parent,1,3,,,,,,48000,TOPS Y CAMISETAS,,,,,Talla,S,,,,color,NEGRO,,,
12009MN,variation,,CROP CUELLO ALTO BURDA NEGRO - M,1,,visible,,,taxable,parent,1,3,,,,,,48000,TOPS Y CAMISETAS,,,,,Talla,M,,,,color,NEGRO,,,
12009LN,variation,,CROP CUELLO ALTO BURDA NEGRO - L,1,,visible,,,taxable,parent,1,3,,,,,,48000,TOPS Y CAMISETAS,,,,,Talla,L,,,,color,NEGRO,,,
12009SG,variation,,CROP CUELLO ALTO BURDA GRIS - S,1,,visible,,,taxable,parent,1,3,,,,,,48000,TOPS Y CAMISETAS,,,,,Talla,S,,,,color,GRIS,,,
12009MG,variation,,CROP CUELLO ALTO BURDA GRIS - M,1,,visible,,,taxable,parent,1,3,,,,,,48000,TOPS Y CAMISETAS,,,,,Talla,M,,,,color,GRIS,,,
12009LG,variation,,CROP CUELLO ALTO BURDA GRIS - L,1,,visible,,,taxable,parent,1,3,,,,,,75000,TOPS Y CAMISETAS,,,,,Talla,L,,,,color,GRIS,,,
16014,variable,,SUDADERA VENA BURDA,1,,visible,,"Sudadera en burda con vena en bota delantero, bolsillos en costados, cordón con  puntera neolítica y elástico en cintura.",taxable,parent,1,,,,,,,,SHORT Y PANTALON,,,,,Talla,"S,M,L",1,,M,color,"VERDE, ROSA, NEGRO, GRIS",1,1,
16014SV,variation,,SUDADERA VENA BURDA VERDE - S,1,,visible,,,taxable,parent,1,3,,,,,,75000,SHORT Y PANTALON,,,,,Talla,S,,,,color,VERDE,,,
16014MV,variation,,SUDADERA VENA BURDA VERDE - M,1,,visible,,,taxable,parent,1,3,,,,,,75000,SHORT Y PANTALON,,,,,Talla,M,,,,color,VERDE,,,
16014LV,variation,,SUDADERA VENA BURDA VERDE - L,1,,visible,,,taxable,parent,1,3,,,,,,75000,SHORT Y PANTALON,,,,,Talla,L,,,,color,VERDE,,,
16014SR,variation,,SUDADERA VENA BURDA ROSA - S,1,,visible,,,taxable,parent,1,3,,,,,,75000,SHORT Y PANTALON,,,,,Talla,S,,,,color,ROSA,,,
16014MR,variation,,SUDADERA VENA BURDA ROSA - M,1,,visible,,,taxable,parent,1,3,,,,,,75000,SHORT Y PANTALON,,,,,Talla,M,,,,color,ROSA,,,
16014LR,variation,,SUDADERA VENA BURDA ROSA - L,1,,visible,,,taxable,parent,1,3,,,,,,75000,SHORT Y PANTALON,,,,,Talla,L,,,,color,ROSA,,,
16014SN,variation,,SUDADERA VENA BURDA NEGRO - S,1,,visible,,,taxable,parent,1,3,,,,,,75000,SHORT Y PANTALON,,,,,Talla,S,,,,color,NEGRO,,,
16014MN,variation,,SUDADERA VENA BURDA NEGRO - M,1,,visible,,,taxable,parent,1,3,,,,,,75000,SHORT Y PANTALON,,,,,Talla,M,,,,color,NEGRO,,,
16014LN,variation,,SUDADERA VENA BURDA NEGRO - L,1,,visible,,,taxable,parent,1,3,,,,,,75000,SHORT Y PANTALON,,,,,Talla,L,,,,color,NEGRO,,,
16014SG,variation,,SUDADERA VENA BURDA GRIS - S,1,,visible,,,taxable,parent,1,3,,,,,,75000,SHORT Y PANTALON,,,,,Talla,S,,,,color,GRIS,,,
16014MG,variation,,SUDADERA VENA BURDA GRIS - M,1,,visible,,,taxable,parent,1,3,,,,,,75000,SHORT Y PANTALON,,,,,Talla,M,,,,color,GRIS,,,
16014LG,variation,,SUDADERA VENA BURDA GRIS - L,1,,visible,,,taxable,parent,1,3,,,,,,75000,SHORT Y PANTALON,,,,,Talla,L,,,,color,GRIS,,,
13031,variable,,GABAN BURDA,1,,visible,,"Gaban en burda, con solapa y cuello, cinturos y elastico para enmarcar cintura",taxable,parent,1,,,,,,,,BUZOS Y CHOMPAS,,,,,Talla,"S,M,L",1,,M,color,"VERDE, BEIGE, NEGRO, GRIS",1,1,
13031SV,variation,,GABAN BURDA VERDE - S,1,,visible,,,taxable,parent,1,2,,,,,,95000,BUZOS Y CHOMPAS,,,,,Talla,S,,,,color,VERDE,,,
13031MV,variation,,GABAN BURDA VERDE - M,1,,visible,,,taxable,parent,1,2,,,,,,95000,BUZOS Y CHOMPAS,,,,,Talla,M,,,,color,VERDE,,,
13031LV,variation,,GABAN BURDA VERDE - L,1,,visible,,,taxable,parent,1,2,,,,,,95000,BUZOS Y CHOMPAS,,,,,Talla,L,,,,color,VERDE,,,
13031SB,variation,,GABAN BURDA BEIGE - S,1,,visible,,,taxable,parent,1,2,,,,,,95000,BUZOS Y CHOMPAS,,,,,Talla,S,,,,color,BEIGE,,,
13031MB,variation,,GABAN BURDA BEIGE - M,1,,visible,,,taxable,parent,1,2,,,,,,95000,BUZOS Y CHOMPAS,,,,,Talla,M,,,,color,BEIGE,,,
13031LB,variation,,GABAN BURDA BEIGE - L,1,,visible,,,taxable,parent,1,2,,,,,,95000,BUZOS Y CHOMPAS,,,,,Talla,L,,,,color,BEIGE,,,
13031SN,variation,,GABAN BURDA NEGRO - S,1,,visible,,,taxable,parent,1,2,,,,,,95000,BUZOS Y CHOMPAS,,,,,Talla,S,,,,color,NEGRO,,,
13031MN,variation,,GABAN BURDA NEGRO - M,1,,visible,,,taxable,parent,1,2,,,,,,95000,BUZOS Y CHOMPAS,,,,,Talla,M,,,,color,NEGRO,,,
13031LN,variation,,GABAN BURDA NEGRO - L,1,,visible,,,taxable,parent,1,2,,,,,,95000,BUZOS Y CHOMPAS,,,,,Talla,L,,,,color,NEGRO,,,
13031SG,variation,,GABAN BURDA GRIS - S,1,,visible,,,taxable,parent,1,2,,,,,,95000,BUZOS Y CHOMPAS,,,,,Talla,S,,,,color,GRIS,,,
13031SG,variation,,GABAN BURDA GRIS - M,1,,visible,,,taxable,parent,1,2,,,,,,95000,BUZOS Y CHOMPAS,,,,,Talla,M,,,,color,GRIS,,,
13031SG,variation,,GABAN BURDA GRIS - L,1,,visible,,,taxable,parent,1,2,,,,,,95000,BUZOS Y CHOMPAS,,,,,Talla,L,,,,color,GRIS,,,
11023,variable,,CROP BÁSICO POLEMIK,1,,visible,,Crop básico en algodón con estampado alto relieve en frente.,taxable,parent,1,,,,,,,,TOPS Y CAMISETAS,,,,,Talla,"S,M,L",1,,M,color,"VERDE, ROSA, GRIS, AMARILLO, BLANCO",1,1,
11023SV,variation,,CROP BÁSICO POLEMIK VERDE - S,1,,visible,,,taxable,parent,1,6,,,,,,50000,TOPS Y CAMISETAS,,,,,Talla,S,,,,color,VERDE,,,
11023MV,variation,,CROP BÁSICO POLEMIK VERDE - M,1,,visible,,,taxable,parent,1,6,,,,,,50000,TOPS Y CAMISETAS,,,,,Talla,M,,,,color,VERDE,,,
11023LV,variation,,CROP BÁSICO POLEMIK VERDE - L,1,,visible,,,taxable,parent,1,6,,,,,,50000,TOPS Y CAMISETAS,,,,,Talla,L,,,,color,VERDE,,,
11023SR,variation,,CROP BÁSICO POLEMIK ROSA - S,1,,visible,,,taxable,parent,1,6,,,,,,50000,TOPS Y CAMISETAS,,,,,Talla,S,,,,color,ROSA,,,
11023MR,variation,,CROP BÁSICO  POLEMIK ROSA - M,1,,visible,,,taxable,parent,1,6,,,,,,50000,TOPS Y CAMISETAS,,,,,Talla,M,,,,color,ROSA,,,
11023LR,variation,,CROP BÁSICO POLEMIK ROSA - L,1,,visible,,,taxable,parent,1,6,,,,,,50000,TOPS Y CAMISETAS,,,,,Talla,L,,,,color,ROSA,,,
11023SG,variation,,CROP BÁSICO POLEMIK GRIS - S,1,,visible,,,taxable,parent,1,6,,,,,,50000,TOPS Y CAMISETAS,,,,,Talla,S,,,,color,GRIS,,,
11023MG,variation,,CROP BÁSICO POLEMIK GRIS - M,1,,visible,,,taxable,parent,1,6,,,,,,50000,TOPS Y CAMISETAS,,,,,Talla,M,,,,color,GRIS,,,
11023LG,variation,,CROP BÁSICO POLEMIK GRIS - L,1,,visible,,,taxable,parent,1,6,,,,,,50000,TOPS Y CAMISETAS,,,,,Talla,L,,,,color,GRIS,,,
11023SA,variation,,CROP BÁSICO POLEMIK AMARILLO - S,1,,visible,,,taxable,parent,1,6,,,,,,50000,TOPS Y CAMISETAS,,,,,Talla,S,,,,color,AMARILLO,,,
11023MA,variation,,CROP BÁSICO POLEMIK AMARILLO - M,1,,visible,,,taxable,parent,1,6,,,,,,50000,TOPS Y CAMISETAS,,,,,Talla,M,,,,color,AMARILLO,,,
11023LA,variation,,CROP BÁSICO POLEMIK AMARILLO - L,1,,visible,,,taxable,parent,1,6,,,,,,50000,TOPS Y CAMISETAS,,,,,Talla,L,,,,color,AMARILLO,,,
11023SB,variation,,CROP BÁSICO POLEMIK BLANCO- S,1,,visible,,,taxable,parent,1,4,,,,,,50000,TOPS Y CAMISETAS,,,,,Talla,S,,,,color,BLANCO,,,
11023MB,variation,,CROP BÁSICO POLEMIK BLANCO- M,1,,visible,,,taxable,parent,1,4,,,,,,50000,TOPS Y CAMISETAS,,,,,Talla,M,,,,color,BLANCO,,,
11023LB,variation,,CROP BÁSICO POLEMIK BLANCO- L,1,,visible,,,taxable,parent,1,4,,,,,,50000,TOPS Y CAMISETAS,,,,,Talla,L,,,,color,BLANCO,,,
